Paradigm order,Pseudoword,participant_pronunciation,PG_phonemes,ONC_phonemes,OC_phonemes,OR_phonemes,PG_graphemes,ONC_graphemes,OC_graphemes,OR_graphemes,PG_default.PG.mean,PG_default.PG.median,PG_default.PG.max,PG_default.PG.min,PG_default.PG.sd,PG_default.GP.mean,PG_default.GP.median,PG_default.GP.max,PG_default.GP.min,PG_default.GP.sd,PG_default.PG_freq.mean,PG_default.PG_freq.median,PG_default.PG_freq.max,PG_default.PG_freq.min,PG_default.PG_freq.sd,PG_default.P_freq.mean,PG_default.P_freq.median,PG_default.P_freq.max,PG_default.P_freq.min,PG_default.P_freq.sd,PG_default.G_freq.mean,PG_default.G_freq.median,PG_default.G_freq.max,PG_default.G_freq.min,PG_default.G_freq.sd,PG_noposition.PG.mean,PG_noposition.PG.median,PG_noposition.PG.max,PG_noposition.PG.min,PG_noposition.PG.sd,PG_noposition.GP.mean,PG_noposition.GP.median,PG_noposition.GP.max,PG_noposition.GP.min,PG_noposition.GP.sd,PG_noposition.PG_freq.mean,PG_noposition.PG_freq.median,PG_noposition.PG_freq.max,PG_noposition.PG_freq.min,PG_noposition.PG_freq.sd,PG_noposition.P_freq.mean,PG_noposition.P_freq.median,PG_noposition.P_freq.max,PG_noposition.P_freq.min,PG_noposition.P_freq.sd,PG_noposition.G_freq.mean,PG_noposition.G_freq.median,PG_noposition.G_freq.max,PG_noposition.G_freq.min,PG_noposition.G_freq.sd,PG_freq.PG.mean,PG_freq.PG.median,PG_freq.PG.max,PG_freq.PG.min,PG_freq.PG.sd,PG_freq.GP.mean,PG_freq.GP.median,PG_freq.GP.max,PG_freq.GP.min,PG_freq.GP.sd,PG_freq.PG_freq.mean,PG_freq.PG_freq.median,PG_freq.PG_freq.max,PG_freq.PG_freq.min,PG_freq.PG_freq.sd,PG_freq.P_freq.mean,PG_freq.P_freq.median,PG_freq.P_freq.max,PG_freq.P_freq.min,PG_freq.P_freq.sd,PG_freq.G_freq.mean,PG_freq.G_freq.median,PG_freq.G_freq.max,PG_freq.G_freq.min,PG_freq.G_freq.sd,PG_freq_noposition.PG.mean,PG_freq_noposition.PG.median,PG_freq_noposition.PG.max,PG_freq_noposition.PG.min,PG_freq_noposition.PG.sd,PG_freq_noposition.GP.mean,PG_freq_noposition.GP.median,PG_freq_noposition.GP.max,PG_freq_noposition.GP.min,PG_freq_noposition.GP.sd,PG_freq_noposition.PG_freq.mean,PG_freq_noposition.PG_freq.median,PG_freq_noposition.PG_freq.max,PG_freq_noposition.PG_freq.min,PG_freq_noposition.PG_freq.sd,PG_freq_noposition.P_freq.mean,PG_freq_noposition.P_freq.median,PG_freq_noposition.P_freq.max,PG_freq_noposition.P_freq.min,PG_freq_noposition.P_freq.sd,PG_freq_noposition.G_freq.mean,PG_freq_noposition.G_freq.median,PG_freq_noposition.G_freq.max,PG_freq_noposition.G_freq.min,PG_freq_noposition.G_freq.sd,OR_default.PG.mean,OR_default.PG.median,OR_default.PG.max,OR_default.PG.min,OR_default.PG.sd,OR_default.GP.mean,OR_default.GP.median,OR_default.GP.max,OR_default.GP.min,OR_default.GP.sd,OR_default.PG_freq.mean,OR_default.PG_freq.median,OR_default.PG_freq.max,OR_default.PG_freq.min,OR_default.PG_freq.sd,OR_default.P_freq.mean,OR_default.P_freq.median,OR_default.P_freq.max,OR_default.P_freq.min,OR_default.P_freq.sd,OR_default.G_freq.mean,OR_default.G_freq.median,OR_default.G_freq.max,OR_default.G_freq.min,OR_default.G_freq.sd,OR_noposition.PG.mean,OR_noposition.PG.median,OR_noposition.PG.max,OR_noposition.PG.min,OR_noposition.PG.sd,OR_noposition.GP.mean,OR_noposition.GP.median,OR_noposition.GP.max,OR_noposition.GP.min,OR_noposition.GP.sd,OR_noposition.PG_freq.mean,OR_noposition.PG_freq.median,OR_noposition.PG_freq.max,OR_noposition.PG_freq.min,OR_noposition.PG_freq.sd,OR_noposition.P_freq.mean,OR_noposition.P_freq.median,OR_noposition.P_freq.max,OR_noposition.P_freq.min,OR_noposition.P_freq.sd,OR_noposition.G_freq.mean,OR_noposition.G_freq.median,OR_noposition.G_freq.max,OR_noposition.G_freq.min,OR_noposition.G_freq.sd,OR_freq.PG.mean,OR_freq.PG.median,OR_freq.PG.max,OR_freq.PG.min,OR_freq.PG.sd,OR_freq.GP.mean,OR_freq.GP.median,OR_freq.GP.max,OR_freq.GP.min,OR_freq.GP.sd,OR_freq.PG_freq.mean,OR_freq.PG_freq.median,OR_freq.PG_freq.max,OR_freq.PG_freq.min,OR_freq.PG_freq.sd,OR_freq.P_freq.mean,OR_freq.P_freq.median,OR_freq.P_freq.max,OR_freq.P_freq.min,OR_freq.P_freq.sd,OR_freq.G_freq.mean,OR_freq.G_freq.median,OR_freq.G_freq.max,OR_freq.G_freq.min,OR_freq.G_freq.sd,OR_freq_noposition.PG.mean,OR_freq_noposition.PG.median,OR_freq_noposition.PG.max,OR_freq_noposition.PG.min,OR_freq_noposition.PG.sd,OR_freq_noposition.GP.mean,OR_freq_noposition.GP.median,OR_freq_noposition.GP.max,OR_freq_noposition.GP.min,OR_freq_noposition.GP.sd,OR_freq_noposition.PG_freq.mean,OR_freq_noposition.PG_freq.median,OR_freq_noposition.PG_freq.max,OR_freq_noposition.PG_freq.min,OR_freq_noposition.PG_freq.sd,OR_freq_noposition.P_freq.mean,OR_freq_noposition.P_freq.median,OR_freq_noposition.P_freq.max,OR_freq_noposition.P_freq.min,OR_freq_noposition.P_freq.sd,OR_freq_noposition.G_freq.mean,OR_freq_noposition.G_freq.median,OR_freq_noposition.G_freq.max,OR_freq_noposition.G_freq.min,OR_freq_noposition.G_freq.sd,ONC_default.PG.mean,ONC_default.PG.median,ONC_default.PG.max,ONC_default.PG.min,ONC_default.PG.sd,ONC_default.GP.mean,ONC_default.GP.median,ONC_default.GP.max,ONC_default.GP.min,ONC_default.GP.sd,ONC_default.PG_freq.mean,ONC_default.PG_freq.median,ONC_default.PG_freq.max,ONC_default.PG_freq.min,ONC_default.PG_freq.sd,ONC_default.P_freq.mean,ONC_default.P_freq.median,ONC_default.P_freq.max,ONC_default.P_freq.min,ONC_default.P_freq.sd,ONC_default.G_freq.mean,ONC_default.G_freq.median,ONC_default.G_freq.max,ONC_default.G_freq.min,ONC_default.G_freq.sd,ONC_noposition.PG.mean,ONC_noposition.PG.median,ONC_noposition.PG.max,ONC_noposition.PG.min,ONC_noposition.PG.sd,ONC_noposition.GP.mean,ONC_noposition.GP.median,ONC_noposition.GP.max,ONC_noposition.GP.min,ONC_noposition.GP.sd,ONC_noposition.PG_freq.mean,ONC_noposition.PG_freq.median,ONC_noposition.PG_freq.max,ONC_noposition.PG_freq.min,ONC_noposition.PG_freq.sd,ONC_noposition.P_freq.mean,ONC_noposition.P_freq.median,ONC_noposition.P_freq.max,ONC_noposition.P_freq.min,ONC_noposition.P_freq.sd,ONC_noposition.G_freq.mean,ONC_noposition.G_freq.median,ONC_noposition.G_freq.max,ONC_noposition.G_freq.min,ONC_noposition.G_freq.sd,ONC_freq.PG.mean,ONC_freq.PG.median,ONC_freq.PG.max,ONC_freq.PG.min,ONC_freq.PG.sd,ONC_freq.GP.mean,ONC_freq.GP.median,ONC_freq.GP.max,ONC_freq.GP.min,ONC_freq.GP.sd,ONC_freq.PG_freq.mean,ONC_freq.PG_freq.median,ONC_freq.PG_freq.max,ONC_freq.PG_freq.min,ONC_freq.PG_freq.sd,ONC_freq.P_freq.mean,ONC_freq.P_freq.median,ONC_freq.P_freq.max,ONC_freq.P_freq.min,ONC_freq.P_freq.sd,ONC_freq.G_freq.mean,ONC_freq.G_freq.median,ONC_freq.G_freq.max,ONC_freq.G_freq.min,ONC_freq.G_freq.sd,ONC_freq_noposition.PG.mean,ONC_freq_noposition.PG.median,ONC_freq_noposition.PG.max,ONC_freq_noposition.PG.min,ONC_freq_noposition.PG.sd,ONC_freq_noposition.GP.mean,ONC_freq_noposition.GP.median,ONC_freq_noposition.GP.max,ONC_freq_noposition.GP.min,ONC_freq_noposition.GP.sd,ONC_freq_noposition.PG_freq.mean,ONC_freq_noposition.PG_freq.median,ONC_freq_noposition.PG_freq.max,ONC_freq_noposition.PG_freq.min,ONC_freq_noposition.PG_freq.sd,ONC_freq_noposition.P_freq.mean,ONC_freq_noposition.P_freq.median,ONC_freq_noposition.P_freq.max,ONC_freq_noposition.P_freq.min,ONC_freq_noposition.P_freq.sd,ONC_freq_noposition.G_freq.mean,ONC_freq_noposition.G_freq.median,ONC_freq_noposition.G_freq.max,ONC_freq_noposition.G_freq.min,ONC_freq_noposition.G_freq.sd,OC_default.PG.mean,OC_default.PG.median,OC_default.PG.max,OC_default.PG.min,OC_default.PG.sd,OC_default.GP.mean,OC_default.GP.median,OC_default.GP.max,OC_default.GP.min,OC_default.GP.sd,OC_default.PG_freq.mean,OC_default.PG_freq.median,OC_default.PG_freq.max,OC_default.PG_freq.min,OC_default.PG_freq.sd,OC_default.P_freq.mean,OC_default.P_freq.median,OC_default.P_freq.max,OC_default.P_freq.min,OC_default.P_freq.sd,OC_default.G_freq.mean,OC_default.G_freq.median,OC_default.G_freq.max,OC_default.G_freq.min,OC_default.G_freq.sd,OC_noposition.PG.mean,OC_noposition.PG.median,OC_noposition.PG.max,OC_noposition.PG.min,OC_noposition.PG.sd,OC_noposition.GP.mean,OC_noposition.GP.median,OC_noposition.GP.max,OC_noposition.GP.min,OC_noposition.GP.sd,OC_noposition.PG_freq.mean,OC_noposition.PG_freq.median,OC_noposition.PG_freq.max,OC_noposition.PG_freq.min,OC_noposition.PG_freq.sd,OC_noposition.P_freq.mean,OC_noposition.P_freq.median,OC_noposition.P_freq.max,OC_noposition.P_freq.min,OC_noposition.P_freq.sd,OC_noposition.G_freq.mean,OC_noposition.G_freq.median,OC_noposition.G_freq.max,OC_noposition.G_freq.min,OC_noposition.G_freq.sd,OC_freq.PG.mean,OC_freq.PG.median,OC_freq.PG.max,OC_freq.PG.min,OC_freq.PG.sd,OC_freq.GP.mean,OC_freq.GP.median,OC_freq.GP.max,OC_freq.GP.min,OC_freq.GP.sd,OC_freq.PG_freq.mean,OC_freq.PG_freq.median,OC_freq.PG_freq.max,OC_freq.PG_freq.min,OC_freq.PG_freq.sd,OC_freq.P_freq.mean,OC_freq.P_freq.median,OC_freq.P_freq.max,OC_freq.P_freq.min,OC_freq.P_freq.sd,OC_freq.G_freq.mean,OC_freq.G_freq.median,OC_freq.G_freq.max,OC_freq.G_freq.min,OC_freq.G_freq.sd,OC_freq_noposition.PG.mean,OC_freq_noposition.PG.median,OC_freq_noposition.PG.max,OC_freq_noposition.PG.min,OC_freq_noposition.PG.sd,OC_freq_noposition.GP.mean,OC_freq_noposition.GP.median,OC_freq_noposition.GP.max,OC_freq_noposition.GP.min,OC_freq_noposition.GP.sd,OC_freq_noposition.PG_freq.mean,OC_freq_noposition.PG_freq.median,OC_freq_noposition.PG_freq.max,OC_freq_noposition.PG_freq.min,OC_freq_noposition.PG_freq.sd,OC_freq_noposition.P_freq.mean,OC_freq_noposition.P_freq.median,OC_freq_noposition.P_freq.max,OC_freq_noposition.P_freq.min,OC_freq_noposition.P_freq.sd,OC_freq_noposition.G_freq.mean,OC_freq_noposition.G_freq.median,OC_freq_noposition.G_freq.max,OC_freq_noposition.G_freq.min,OC_freq_noposition.G_freq.sd
1,/Users/christine/research_measures/subject_test_files/Hana.csv,smik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,zook,zuk,z,z,zu,z,z,z,zoo,z,0.561433333333333,0.4145,0.8667,0.4031,0.264430129397793,0.858733333333333,1.0,1.0,0.5762,0.244681044082563,2.12546666666667,2.2788,2.4955,1.6021,0.466019552522567,2.404,2.6599,2.8893,1.6628,0.652065311146054,2.20493333333333,2.4955,2.5172,1.6021,0.522181714859237,0.174933333333333,0.1822,0.2713,0.0713,0.100197821000925,0.833066666666667,0.8762,1.0,0.623,0.192165588317298,2.66293333333333,2.5051,3.0523,2.4314,0.339208967059147,3.47963333333333,3.5766,3.7915,3.0708,0.370005436896991,2.75033333333333,2.7101,3.0523,2.4886,0.283995534002444,0.700466666666667,0.6992,0.9841,0.4181,0.283002126022638,0.755366666666667,1.0,1.0,0.2661,0.423717362558266,4.98603333333333,5.1278,5.9843,3.846,1.07617613025626,5.1664,5.5065,6.1397,3.853,1.18067786885331,5.1777,5.7028,5.9843,3.846,1.16184303156666,0.138166666666667,0.0494,0.3411,0.024,0.176203698409918,0.7582,0.9155,1.0,0.3591,0.348203489356439,5.48423333333333,5.3557,6.2172,4.8798,0.677901396468051,6.61553333333333,6.6619,6.6843,6.5004,0.10033545401967,5.64526666666667,5.8004,6.2172,4.9182,0.663249586003138,0.55835,0.55835,0.8667,0.25,0.436072751957744,0.53225,0.53225,1.0,0.0645,0.661498393800015,1.0396,1.0396,1.6021,0.4771,0.795495128834866,1.3085,1.3085,1.6628,0.9542,0.501055865148788,1.5536,1.5536,1.6021,1.5051,0.0685893577750951,0.23985,0.23985,0.2575,0.2222,0.0249608693758851,0.4791,0.4791,0.9056,0.0526,0.603162084352125,1.34595,1.34595,2.2148,0.4771,1.22873945366786,1.90105,1.90105,2.8021,1.0,1.27427713037628,1.9244,1.9244,2.2577,1.5911,0.471357380338952,0.51065,0.51065,0.9841,0.0372,0.669559411105542,0.5007,0.5007,1.0,0.0014,0.706116831692886,3.05065,3.05065,3.846,2.2553,1.12479475683344,3.7675,3.7675,3.853,3.682,0.1209152595829,4.48415,4.48415,5.1223,3.846,0.902480384828391,0.1126,0.1126,0.1888,0.0364,0.10776307345283,0.4714,0.4714,0.9415,0.0013,0.664821795671592,3.4661,3.4661,4.6769,2.2553,1.71232978132134,4.54655,4.54655,5.4008,3.6923,1.20809193565722,4.9133,4.9133,5.1236,4.703,0.297409112167061,0.515933333333333,0.4145,0.8667,0.2666,0.312644435954541,0.858733333333333,1.0,1.0,0.5762,0.244681044082563,2.03013333333333,2.2095,2.2788,1.6021,0.372303670856645,2.36816666666667,2.6599,2.7818,1.6628,0.613898609978336,2.1096,2.2095,2.5172,1.6021,0.465657610267458,0.191266666666667,0.1618,0.2713,0.1407,0.0701092243098819,0.8438,0.9084,1.0,0.623,0.196626854727425,2.57326666666667,2.5051,2.8363,2.3784,0.236438413404703,3.30876666666667,3.2287,3.6268,3.0708,0.286517021018531,2.65546666666667,2.7101,2.8363,2.42,0.213459652705923,0.666866666666667,0.5984,0.9841,0.4181,0.289144882945096,0.755366666666667,1.0,1.0,0.2661,0.423717362558266,4.92106666666667,5.1278,5.7894,3.846,0.988056118514193,5.12396666666667,5.5065,6.0124,3.853,1.12938076100726,5.11273333333333,5.7028,5.7894,3.846,1.09787744914145,0.128233333333333,0.0494,0.3044,0.0309,0.152844965024476,0.761466666666667,0.9253,1.0,0.3591,0.350455736624946,5.41603333333333,5.3557,6.048,4.8444,0.604064005990535,6.52713333333333,6.5646,6.6619,6.3549,0.156891884217551,5.5755,5.8004,6.048,4.8781,0.616523730281325,0.3333,0.3333,0.4,0.2666,0.0943280446102855,1.0,1.0,1.0,1.0,0.0,1.3433,1.3433,2.2095,0.4771,1.22499178772757,1.78,1.78,2.7818,0.7782,1.41675914678537,1.3433,1.3433,2.2095,0.4771,1.22499178772757,0.2372,0.2372,0.3077,0.1667,0.0997020561473032,1.0,1.0,1.0,1.0,0.0,1.49565,1.49565,2.2923,0.699,1.12663323446453,2.10735,2.10735,3.0686,1.1461,1.35941278683114,1.49565,1.49565,2.2923,0.699,1.12663323446453,0.6399,0.6399,0.6814,0.5984,0.0586898628384834,1.0,1.0,1.0,1.0,0.0,4.36645,4.36645,5.7894,2.9435,2.0123551885788,4.56115,4.56115,6.0124,3.1099,2.05237743239395,4.36645,4.36645,5.7894,2.9435,2.0123551885788,0.45775,0.45775,0.5041,0.4114,0.065548798615993,1.0,1.0,1.0,1.0,0.0,4.3879,4.3879,5.7958,2.98,1.99107127446508,4.7294,4.7294,6.0933,3.3655,1.92884587772066,4.3879,4.3879,5.7958,2.98,1.99107127446508
3,thwown,θɹ,T,Tw,Two,Tw,th,thw,thwow,thw,0.6181,0.70245,1.0,0.0675,0.456125881747572,0.8021,0.91225,1.0,0.3839,0.290815989931778,2.3348,2.223,3.2497,1.6435,0.668761093365934,2.720775,2.7171,3.2558,2.1931,0.439735620382672,2.45805,2.2647,3.2497,2.0531,0.537196782690788,0.691125,0.83685,0.9978,0.093,0.419522215343439,0.804425,0.85175,1.0,0.5142,0.222601203575662,2.9481,2.80875,3.9148,2.2601,0.704578488648828,3.24695,3.1973,3.9295,2.6637,0.525341200237205,3.05645,2.8718,3.9344,2.5478,0.608675362296411,0.629575,0.7291,1.0,0.0601,0.455684586638609,0.5845,0.62005,1.0,0.0979,0.483277497924329,5.426775,5.30665,6.5634,4.5304,0.90844293299029,5.8162,5.7387,6.5655,5.2219,0.555872635292174,5.834,5.85665,6.7353,4.8874,0.950159709382235,0.6964,0.80475,0.9993,0.1768,0.374063372527526,0.65985,0.7252,1.0,0.189,0.389638717275376,6.27725,6.2464,6.9475,5.6687,0.540837970190703,6.515525,6.50335,6.9761,6.0793,0.3724907907139,6.539875,6.6082,6.9656,5.9775,0.440615761368867,0.5781,0.5781,1.0,0.1562,0.596656701965209,0.6389,0.6389,1.0,0.2778,0.510672517372925,0.75925,0.75925,1.0414,0.4771,0.399020356623569,1.145,1.145,1.8129,0.4771,0.94455323830899,1.02265,1.02265,1.5682,0.4771,0.771524208952642,0.57245,0.57245,1.0,0.1449,0.604647008592617,0.60205,0.60205,1.0,0.2041,0.562786287146373,0.75925,0.75925,1.0414,0.4771,0.399020356623569,1.1611,1.1611,1.8451,0.4771,0.967322076663197,1.08805,1.08805,1.699,0.4771,0.864013775931842,0.71985,0.71985,1.0,0.4397,0.396191929498823,0.63095,0.63095,1.0,0.2619,0.521915515193791,2.92035,2.92035,4.5397,1.301,2.29010673222887,3.09875,3.09875,4.8965,1.301,2.54240243175623,3.21125,3.21125,5.1215,1.301,2.7015014575232,0.62655,0.62655,1.0,0.2531,0.528138054868232,0.62715,0.62715,1.0,0.2543,0.527289526730808,2.92035,2.92035,4.5397,1.301,2.29010673222887,3.21865,3.21865,5.1363,1.301,2.71196663788477,3.21765,3.21765,5.1343,1.301,2.71055242432239,0.684366666666667,0.9856,1.0,0.0675,0.534270721014481,0.794633333333333,1.0,1.0,0.3839,0.355705500847728,1.7847,1.6435,3.2335,0.4771,1.38361422369098,2.1739,2.8048,3.2398,0.4771,1.48548104329877,1.92123333333333,2.0531,3.2335,0.4771,1.38292329987362,0.6843,0.9599,1.0,0.093,0.512473189542634,0.8264,0.965,1.0,0.5142,0.270938886097954,2.17656666666667,2.2601,3.7925,0.4771,1.65927775050874,2.5256,3.2894,3.8103,0.4771,1.79306954410586,2.27763333333333,2.5478,3.808,0.4771,1.68180445454676,0.685066666666667,0.9951,1.0,0.0601,0.541242554991136,0.7467,1.0,1.0,0.2401,0.438728469557197,4.12953333333333,4.5304,6.5572,1.301,2.65093005817455,4.53726666666667,5.7515,6.5593,1.301,2.83164292652399,4.33603333333333,5.1499,6.5572,1.301,2.72097295527415,0.698333333333333,0.9182,1.0,0.1768,0.453509176680399,0.8262,0.9874,1.0,0.4912,0.29018690528692,4.5982,5.6687,6.8249,1.301,2.91339072044928,4.86133333333333,6.4211,6.8619,1.301,3.09120627641271,4.70296666666667,5.9775,6.8304,1.301,2.97689309571797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,glask,glæsk,g,gl,gl@,gl,g,gl,gla,gl,0.82108,0.9464,0.9624,0.4031,0.238999303346265,0.8316,0.868,1.0,0.4386,0.230696293858397,2.89348,2.7917,3.3113,2.4955,0.349715058297466,2.99962,2.8893,3.328,2.7435,0.259222041886873,2.99126,2.8531,3.5592,2.4955,0.434279314497018,0.73156,0.8691,0.9718,0.1822,0.317179118165115,0.73968,0.6878,1.0,0.3537,0.271135403442634,3.45944,3.5099,3.7989,3.0523,0.349071623023127,3.65758,3.7915,3.9126,3.2098,0.29131595733842,3.61866,3.7989,3.9697,3.0523,0.414793476322856,0.88574,0.9436,0.9754,0.6992,0.112529720518626,0.88442,0.9692,1.0,0.5248,0.203186864732935,6.07892,6.0407,6.353,5.8256,0.201411586061974,6.1347,6.1397,6.4174,5.8487,0.206746305892028,6.14412,6.0407,6.633,5.858,0.300318276167136,0.7548,0.8179,0.9643,0.3411,0.243233303640764,0.7766,0.8753,1.0,0.3811,0.268550302550565,6.4887,6.6137,6.6975,6.2172,0.217425033057373,6.63658,6.6843,6.7848,6.3087,0.189199859936523,6.62464,6.6222,7.0326,6.2172,0.347701931257219,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.30425,1.30425,1.7634,0.8451,0.649336157163607,1.30425,1.30425,1.7634,0.8451,0.649336157163607,1.30425,1.30425,1.7634,0.8451,0.649336157163607,0.955,0.955,1.0,0.91,0.0636396103067893,1.0,1.0,1.0,1.0,0.0,1.40445,1.40445,1.9638,0.8451,0.791040356113391,1.4247,1.4247,2.0043,0.8451,0.819678180751446,1.40445,1.40445,1.9638,0.8451,0.791040356113391,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.3798,4.3798,4.4215,4.3381,0.0589727055509582,4.3798,4.3798,4.4215,4.3381,0.0589727055509582,4.3798,4.3798,4.4215,4.3381,0.0589727055509582,0.98605,0.98605,1.0,0.9721,0.0197282791951047,1.0,1.0,1.0,1.0,0.0,4.46555,4.46555,4.5096,4.4215,0.0622961074225347,4.4717,4.4717,4.5219,4.4215,0.0709935208311291,4.46555,4.46555,4.5096,4.4215,0.0622961074225347,0.901466666666667,0.9544,1.0,0.75,0.133140727552967,0.812866666666667,1.0,1.0,0.4386,0.324124441123056,2.0563,1.7634,3.2014,1.2041,1.03036140746827,2.10243333333333,1.7634,3.2217,1.3222,0.994098970592633,2.17556666666667,1.7634,3.5592,1.2041,1.23046130509388,0.726733333333333,0.91,0.9718,0.2984,0.372232310974388,0.784566666666667,1.0,1.0,0.3537,0.373141478977255,2.47916666666667,1.9638,3.5099,1.9638,0.89264125119408,2.67076666666667,2.4857,3.5223,2.0043,0.77573723214329,2.62956666666667,1.9638,3.9611,1.9638,1.15314169265244,0.951,0.9908,1.0,0.8622,0.0770405088249033,0.8416,1.0,1.0,0.5248,0.27435684791891,5.0641,4.5012,6.353,4.3381,1.1191951617122,5.0869,4.5052,6.4174,4.3381,1.15527195499588,5.15743333333333,4.5012,6.633,4.3381,1.28047770122456,0.767433333333333,0.8873,0.9721,0.4429,0.28423436339284,0.7937,1.0,1.0,0.3811,0.357322081601459,5.29413333333333,4.7591,6.6137,4.5096,1.14956718086997,5.43343333333333,5.1128,6.6656,4.5219,1.1072338160178,5.43376666666667,4.7591,7.0326,4.5096,1.39023867854888,0.83335,0.83335,0.9167,0.75,0.117874700423797,0.89285,0.89285,1.0,0.7857,0.151532983208277,1.14165,1.14165,1.2041,1.0792,0.0883176369701998,1.21805,1.21805,1.3222,1.1139,0.147290342521158,1.1901,1.1901,1.2041,1.1761,0.0197989898732233,0.7998,0.7998,0.9474,0.6522,0.208737921806269,0.83335,0.83335,1.0,0.6667,0.235678690169476,1.24145,1.24145,1.2788,1.2041,0.0528208765546351,1.3406,1.3406,1.3802,1.301,0.0560028570699747,1.32565,1.32565,1.4472,1.2041,0.17189765850645,0.9894,0.9894,0.9908,0.988,0.0019798989873223,0.99525,0.99525,1.0,0.9905,0.0067175144212721,4.3299,4.3299,4.5012,4.1586,0.242254783234511,4.3345,4.3345,4.5052,4.1638,0.241406255097087,4.33195,4.33195,4.5012,4.1627,0.239355645431646,0.98675,0.98675,0.9883,0.9852,0.0021920310216782,0.91775,0.91775,1.0,0.8355,0.116319065505187,4.3355,4.3355,4.5012,4.1698,0.234335187285221,4.3413,4.3413,4.5077,4.1749,0.235325136778883,4.37455,4.37455,4.5012,4.2479,0.179110147674553
